TabId,TabTitle,TabUniverse,DataProductType,Year,Geo1year,Geo5year
B07004I,Geographical Mobility in the Past Year (Hispanic or Latino) for Current Residence in the United States ,Hispanic or Latino population 1 year and over in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07004APR,Geographical Mobility in the Past Year (White Alone) for Current Residence in Puerto Rico ,White alone population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004BPR,Geographical Mobility in the Past Year (Black or African American Alone) for Current Residence in Puerto Rico ,Black or African American alone population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004CPR,Geographical Mobility in the Past Year (American Indian and Alaska Native Alone) for Current Residence in Puerto Rico ,American Indian and Alaska Native alone population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004DPR,Geographical Mobility in the Past Year (Asian Alone) for Current Residence in Puerto Rico ,Asian alone population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004EPR,Geographical Mobility in the Past Year (Native Hawaiian and Other Pacific Islander Alone) for Current Residence in Puerto Rico ,Native Hawaiian and other Pacific Islander alone population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004FPR,Geographical Mobility in the Past Year (Some Other Race Alone) for Current Residence in Puerto Rico ,Some other race alone population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004GPR,Geographical Mobility in the Past Year (Two or More Races) for Current Residence in Puerto Rico ,Two or more races population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004HPR,"Geographical Mobility in the Past Year (White Alone, Not Hispanic or Latino) for Current Residence in Puerto Rico ","White alone, not Hispanic or Latino population 1 year and over in Puerto Rico",Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07004IPR,Geographical Mobility in the Past Year (Hispanic or Latino) for Current Residence in Puerto Rico ,Hispanic or Latino population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07007,Geographical Mobility in the Past Year by Citizenship Status for Current Residence in the United States ,Population 1 year and over in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07007PR,Geographical Mobility in the Past Year by Citizenship Status for Current Residence in Puerto Rico ,Population 1 year and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07008,Geographical Mobility in the Past Year by Marital Status for Current Residence in the United States ,Population 15 years and over in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
C07008,Geographical Mobility in the Past Year by Marital Status for Current Residence in the United States ,Population 15 years and over in the United States,Detailed Table,1,Excludes Puerto Rico geographies,
B07008PR,Geographical Mobility in the Past Year by Marital Status for Current Residence in Puerto Rico ,Population 15 years and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
C07008PR,Geographical Mobility in the Past Year by Marital Status for Current Residence in Puerto Rico ,Population 15 years and over in Puerto Rico,Detailed Table,1,Puerto Rico geographies only,
B07009,Geographical Mobility in the Past Year by Educational Attainment for Current Residence in the United States ,Population 25 years and over in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07009PR,Geographical Mobility in the Past Year by Educational Attainment for Current Residence in Puerto Rico ,Population 25 years and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07010,Geographical Mobility in the Past Year by Individual Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Current Residence in the United States ,Population 15 years and over in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07010PR,Geographical Mobility in the Past Year by Individual Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) for Current Residence in Puerto Rico ,Population 15 years and over in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07011,Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Geographical Mobility in the Past Year for Current Residence in the United States ,Population 15 years and over in the United States with income,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07011PR,Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Geographical Mobility in the Past Year for Current Residence in Puerto Rico ,Population 15 years and over in Puerto Rico with income,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07012,Geographical Mobility in the Past Year by Poverty Status in the Past 12 Months for Current Residence in the United States ,Population 1 year and over in the United States for whom poverty status is determined,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07012PR,Geographical Mobility in the Past Year by Poverty Status in the Past 12 Months for Current Residence in Puerto Rico ,Population 1 year and over in Puerto Rico for whom poverty status is determined,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07013,Geographical Mobility in the Past Year by Tenure for Current Residence in the United States ,Population 1 year and over in households in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
B07013PR,Geographical Mobility in the Past Year by Tenure for Current Residence in Puerto Rico ,Population 1 year and over in households in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); Puerto Rico geographies only"
B07101,Movers Between Regions in the United States ,Population 1 year and over in the United States,Detailed Table,"1,5",United States (010),United States (010)
B07201,Geographical Mobility in the Past Year for Current Residence--Metropolitan Statistical Area Level in the United States ,Population 1 year and over living in a Metropolitan Statistical Area in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,Excludes Place/Remainder (070); excludes Puerto Rico geographies
C07201,Geographical Mobility in the Past Year for Current Residence--Metropolitan Statistical Area Level in the United States ,Population 1 year and over living in a Metropolitan Statistical Area in the United States,Detailed Table,1,Excludes Puerto Rico geographies,
B07201PR,Geographical Mobility in the Past Year for Current Residence--Metropolitan Statistical Area Level in Puerto Rico ,Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,Excludes Place/Remainder (070); Puerto Rico geographies only
C07201PR,Geographical Mobility in the Past Year for Current Residence--Metropolitan Statistical Area Level in Puerto Rico ,Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico,Detailed Table,1,Puerto Rico geographies only,
B07202,Geographical Mobility in the Past Year for Current Residence--Micropolitan Statistical Area Level in the United States ,Population 1 year and over living in a Micropolitan Statistical Area in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,Excludes Place/Remainder (070); excludes Puerto Rico geographies
B07202PR,Geographical Mobility in the Past Year for Current Residence--Micropolitan Statistical Area Level in Puerto Rico ,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,Excludes Place/Remainder (070); Puerto Rico geographies only
B07203,Geographical Mobility in the Past Year for Current Residence--Not Metropolitan or Micropolitan Statistical Area Level in the United States ,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,Excludes Place/Remainder (070); excludes Puerto Rico geographies
B07203PR,Geographical Mobility in the Past Year for Current Residence--Not Metropolitan or Micropolitan Statistical Area Level in Puerto Rico ,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico,Detailed Table,5,,Excludes Place/Remainder (070); Puerto Rico geographies only
B07204,"Geographical Mobility in the Past Year for Current Residence--State, County and Place Level in the United States ",Population 1 year and over in the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294); excludes Puerto Rico geographies"
