,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
27480,38-00100,63,1,1,0,1,0,2,1,1,73.0,170,0,9,402000.0,9,501,N,2,2,2,2,122,122
27481,06-08507,55,1,1,0,1,0,3,1,1,3305.1,3390,4,10,571000.0,9,501,N,2,2,2,2,51,51
27482,06-08507,36,1,1,0,2,2,4,1,1,3305.1,N,N,9,0.0,0,391,N,2,2,2,2,145,250
27483,26-02702,85,1,1,0,1,0,2,1,1,4817.2,7270,10,11,74800.0,8,501,N,2,1,2,2,87,88
27484,19-01700,47,2,1,0,1,0,2,1,1,3572.3,4670,6,8,60000.0,8,501,N,2,2,2,2,208,208
27485,24-01004,68,1,1,0,1,0,3,1,1,4187.9,N,N,10,83100.0,7,501,N,2,2,2,2,59,59
27486,24-01004,67,2,1,0,1,0,2,1,2,4187.9,7860,11,10,53500.0,6,454,N,2,2,2,2,62,61
27487,32-00405,26,2,1,1,1,0,2,1,2,7990.5,N,N,7,0.0,0,281,N,2,2,2,2,91,91
27488,38-00100,45,2,1,0,1,2,4,1,1,73.0,770,3,7,60000.0,7,501,N,2,2,2,2,111,110
27489,24-01004,71,2,1,0,1,0,2,1,1,4187.9,8090,12,11,128000.0,9,501,N,2,2,2,2,57,57
27490,30-00600,32,2,1,0,1,3,5,1,1,16.3,7890,11,10,41000.0,6,435,N,2,2,2,2,25,16
27491,38-00100,38,2,1,0,6,0,2,1,2,73.0,5391,6,7,13000.0,2,501,N,2,2,2,1,45,45
27492,06-08507,43,1,1,0,6,2,4,1,1,3305.1,N,N,9,0.0,0,501,N,2,2,2,2,415,423
27493,24-01004,50,2,1,0,1,0,2,1,1,4187.9,770,3,9,98000.0,8,501,N,2,2,2,2,24,24
27494,51-01301,30,1,1,0,1,1,3,1,2,11162.8,7071,9,9,135200.0,9,501,N,2,2,2,2,26,28
27495,30-00600,73,2,1,0,1,0,2,1,1,16.3,N,N,5,7700.0,2,387,N,2,2,2,2,122,130
27496,38-00100,81,1,1,0,1,0,2,1,1,73.0,N,N,7,15370.0,3,195,N,2,2,2,2,75,74
27497,17-03529,45,2,1,0,5,3,5,1,2,15097.5,7860,11,10,70000.0,8,463,N,2,2,2,2,66,66
27498,24-01004,48,1,1,0,1,2,4,1,1,4187.9,6870,9,9,202000.0,9,501,N,2,2,2,2,128,128
27499,24-01004,44,2,1,0,1,2,4,1,1,4187.9,6490,8,10,185000.0,9,501,N,2,2,2,2,34,35
27500,30-00600,64,1,1,0,1,0,2,1,1,16.3,170,0,7,48000.0,7,501,N,2,2,2,2,19,19
27501,29-01901,69,1,1,0,1,0,2,1,1,5434.8,5275,6,11,60800.0,8,501,N,2,2,2,2,91,79
27502,26-02702,70,2,1,0,1,0,2,1,1,4817.2,7270,10,10,74700.0,8,501,N,2,2,2,2,84,84
27503,38-00100,36,2,1,0,1,0,2,1,1,73.0,7990,12,12,44800.0,6,501,N,2,2,2,2,21,22
27504,36-03710,81,1,1,2,6,0,3,1,2,52864.7,8191,12,5,0.0,0,177,N,2,2,1,2,99,99
27505,30-00600,72,2,1,0,1,0,2,1,2,16.3,8380,13,9,10700.0,2,189,N,2,2,2,2,92,92
27506,06-07502,63,1,1,0,1,0,2,1,1,33632.6,6070,7,9,44000.0,6,501,N,2,2,2,2,115,115
27507,51-01301,45,2,1,1,8,1,3,1,1,11162.8,770,3,5,24000.0,4,287,N,2,2,2,2,107,106
27508,06-08507,37,1,1,0,1,2,4,1,2,3305.1,8590,14,9,0.0,0,501,N,2,2,2,2,44,42
27509,01-01301,69,2,1,0,2,0,2,1,1,2731.2,N,N,9,15600.0,4,495,N,2,2,2,2,44,36
27510,26-02702,73,1,1,0,1,0,2,1,1,4817.2,N,N,10,11200.0,2,144,N,2,2,2,2,50,50
27511,38-00100,35,1,1,0,1,2,4,1,1,73.0,5391,6,5,20400.0,3,384,1,2,2,2,2,109,108
27512,24-01004,36,1,1,0,1,1,3,1,1,4187.9,9470,16,10,117300.0,8,501,N,2,2,2,2,68,68
27513,24-01004,49,2,1,0,1,2,4,1,1,4187.9,7870,11,12,100000.0,8,501,N,2,2,2,2,17,19
27514,38-00100,35,2,1,0,1,1,3,1,1,73.0,3070,4,9,91400.0,8,501,N,2,2,2,2,45,46
27515,40-00200,70,2,1,0,3,0,4,1,1,90.7,N,N,5,5400.0,2,242,N,2,2,2,2,26,26
27516,19-01700,55,2,1,0,1,0,2,1,1,3572.3,9490,16,10,93120.0,9,501,N,2,2,2,2,79,79
27517,51-01301,37,2,1,0,1,2,4,1,2,11162.8,8680,14,5,29000.0,4,289,N,2,2,2,2,68,69
27518,30-00600,39,1,1,0,1,6,8,1,1,16.3,770,3,8,55000.0,7,144,N,2,2,2,2,22,22
27519,40-00200,43,2,1,0,3,2,4,1,1,90.7,N,N,4,0.0,0,154,N,2,2,2,2,150,166
27520,30-00600,68,1,1,0,1,0,2,1,1,16.3,N,N,5,16100.0,3,196,N,2,2,2,2,12,12
27521,24-01004,72,1,1,0,1,0,2,1,1,4187.9,8080,12,12,264000.0,9,501,N,2,2,2,1,34,34
27522,06-08507,42,2,1,0,1,5,7,1,1,3305.1,7071,9,10,135000.0,9,501,N,2,2,2,2,85,86
27523,30-00600,34,2,1,0,1,3,5,1,1,16.3,770,3,9,107000.0,9,470,N,2,2,2,2,77,77
27524,51-51255,34,1,1,0,1,2,4,1,1,11224.3,8191,12,9,26000.0,4,429,N,2,2,2,2,46,48
27525,38-00100,80,1,1,0,1,0,2,1,1,73.0,N,N,4,43300.0,6,454,N,2,2,2,2,51,54
27526,30-00600,51,1,1,0,1,1,5,1,1,16.3,N,N,4,14000.0,3,130,N,2,2,2,2,49,56
27527,30-00600,50,2,1,0,1,0,2,1,1,16.3,180,0,9,19050.0,4,266,N,2,2,2,2,66,80
27528,24-01004,42,1,1,0,2,3,5,1,1,4187.9,7390,10,9,352000.0,9,501,N,2,2,2,2,118,118
27529,17-03531,56,1,1,0,2,0,2,1,1,11171.6,6991,9,7,68000.0,7,501,N,2,1,2,2,37,32
27530,28-01100,75,2,1,0,1,0,2,1,1,2674.3,8670,14,10,12600.0,3,501,N,2,2,2,2,53,46
27531,28-01100,42,2,1,0,2,0,2,1,2,2674.3,5275,6,5,32600.0,6,428,N,2,2,2,2,81,79
27532,28-01100,72,2,1,0,1,0,2,1,1,2674.3,N,N,9,54000.0,8,501,N,2,2,1,2,41,41
27533,19-01700,81,2,1,0,1,0,3,1,1,3572.3,N,N,6,19200.0,3,222,N,2,1,2,2,96,94
27534,13-04600,75,2,1,0,2,0,2,1,2,3670.4,N,N,12,76000.0,8,501,N,2,2,2,2,27,27
27535,24-01004,81,1,1,0,3,0,2,1,2,4187.9,7071,9,9,37000.0,5,501,N,2,2,2,2,103,93
27536,19-01700,37,1,1,0,1,2,4,1,1,3572.3,770,3,8,34000.0,5,131,N,2,2,2,2,126,126
27537,26-02702,57,1,1,0,1,0,3,1,1,4817.2,N,N,7,6300.0,1,39,N,2,2,2,2,99,86
27538,30-00600,42,1,1,0,2,2,4,1,1,16.3,6170,7,4,55000.0,7,305,N,2,2,2,2,35,35
27539,17-03531,38,1,1,0,2,0,2,1,2,11171.6,N,N,4,9300.0,2,76,N,2,1,2,2,233,234
27540,30-00600,30,1,1,0,1,1,3,1,1,16.3,7860,11,10,47000.0,7,413,N,2,2,2,2,72,72
27541,06-08507,63,1,1,0,1,0,3,1,1,3305.1,9470,16,8,90000.0,8,501,N,2,2,2,1,65,63
27542,30-00600,77,1,1,0,1,0,2,1,1,16.3,N,N,5,73800.0,8,501,N,2,2,2,2,29,29
27543,38-00100,62,2,1,0,1,0,2,1,1,73.0,7860,11,10,70000.0,8,501,N,2,2,2,2,9,16
27544,38-00100,72,2,1,0,1,0,3,1,1,73.0,N,N,5,7500.0,1,501,N,1,1,2,2,55,27
27545,08-00803,74,2,1,0,1,0,2,1,1,3393.2,7870,11,12,161000.0,9,501,N,2,2,2,2,73,68
27546,51-01301,40,2,1,0,1,2,4,1,1,11162.8,7270,10,11,526000.0,9,501,N,2,2,2,2,123,99
27547,06-07502,51,1,1,0,2,2,4,1,1,33632.6,7380,10,9,18300.0,3,501,N,2,2,2,2,65,65
27548,24-01004,53,1,1,0,1,2,4,1,1,4187.9,9470,16,10,175000.0,9,501,N,2,2,2,2,99,87
27549,51-01301,30,2,1,0,9,0,2,1,2,11162.8,2190,4,11,160000.0,9,501,N,2,2,2,2,139,140
27550,51-51255,27,2,1,0,1,0,2,1,1,11224.3,8090,12,12,78000.0,7,501,N,2,2,2,2,62,63
27551,13-04600,71,2,1,0,2,0,2,1,1,3670.4,6992,9,9,18500.0,4,158,N,2,2,2,2,72,72
27552,51-01301,35,1,1,0,1,1,3,1,1,11162.8,9570,16,8,296000.0,9,501,N,2,2,2,2,95,94
27553,38-00100,63,2,1,0,1,0,3,1,1,73.0,6970,9,7,53000.0,7,501,N,2,2,2,2,24,22
27554,36-04010,60,2,1,0,2,0,3,1,2,50441.6,8191,12,4,33000.0,5,319,N,2,2,2,2,198,198
27555,30-00600,41,2,1,0,1,0,2,1,1,16.3,9370,16,10,54000.0,7,501,N,2,2,2,2,14,14
27556,36-04010,63,1,1,0,2,0,5,1,1,50441.6,8170,12,8,50000.0,6,437,N,2,2,2,2,80,73
27557,38-00100,68,1,1,0,1,0,2,1,1,73.0,4870,6,1,36800.0,5,278,N,2,2,2,2,58,58
27558,17-03529,49,2,1,0,7,0,2,1,1,15097.5,N,N,5,0.0,0,501,N,2,2,2,2,144,101
27559,30-00600,30,1,1,0,1,1,3,1,1,16.3,7860,11,10,47000.0,7,413,N,2,2,2,2,72,72
27560,38-00100,69,2,1,0,1,0,2,1,1,73.0,N,N,7,12600.0,2,501,N,2,2,2,2,25,24
27561,17-03529,47,1,1,0,2,0,2,1,1,15097.5,N,N,11,0.0,0,153,N,2,2,2,2,176,171
27562,29-01901,50,1,1,0,2,0,2,1,2,5434.8,7870,11,7,30500.0,5,295,N,2,2,2,2,173,159
27563,08-00803,35,2,1,0,1,0,2,1,1,3393.2,3180,4,10,37500.0,5,379,N,2,2,2,2,76,76
27564,24-01004,63,1,1,0,1,0,3,1,1,4187.9,9490,16,10,156000.0,9,501,N,2,2,2,2,71,71
27565,38-00100,32,2,1,0,4,1,3,1,1,73.0,490,1,5,72000.0,8,499,N,2,2,2,2,337,338
27566,17-03531,37,2,1,0,2,0,4,1,1,11171.6,8980,15,7,7400.0,2,501,N,2,2,2,2,110,84
27567,24-01004,38,2,1,0,1,2,4,1,1,4187.9,8561,14,9,150000.0,9,501,N,2,2,2,2,11,12
27568,24-01004,46,1,1,0,1,2,4,1,1,4187.9,7390,10,9,200000.0,9,501,N,2,2,2,2,70,69
27569,38-00100,31,2,1,0,1,2,4,1,1,73.0,7670,10,5,33000.0,5,282,N,2,2,2,2,95,61
27570,06-08507,68,2,1,0,1,0,2,1,1,3305.1,7870,11,12,76000.0,7,501,N,2,2,2,2,89,89
27571,17-03529,51,1,1,0,1,0,2,1,1,15097.5,4590,5,10,200.0,1,1,N,2,2,2,2,34,32
27572,38-00100,67,1,1,0,1,0,2,1,1,73.0,N,N,8,10400.0,2,87,N,2,2,2,2,12,12
27573,06-08507,48,1,1,0,6,3,7,1,1,3305.1,N,N,10,10000.0,2,394,N,2,2,2,2,67,67
27574,26-02702,36,2,1,0,5,2,4,1,1,4817.2,N,N,10,0.0,0,95,N,2,2,2,2,161,161
27575,38-00100,45,1,1,0,1,1,3,1,1,73.0,4470,5,5,91000.0,8,501,N,2,2,2,2,45,43
27576,24-01004,65,2,1,0,1,0,3,1,1,4187.9,7071,9,10,83000.0,7,501,N,2,2,2,2,59,58
27577,06-08507,48,1,1,0,6,2,4,1,2,3305.1,7290,10,10,190000.0,9,501,N,2,2,2,2,46,47
27578,17-03529,62,1,1,0,2,0,2,1,1,15097.5,7380,10,12,275000.0,9,501,N,2,2,2,2,78,78
27579,06-08507,69,2,1,0,1,2,6,1,2,3305.1,N,N,10,0.0,0,501,N,1,2,2,2,132,118
27580,30-00600,44,2,1,0,1,7,9,1,1,16.3,N,N,4,4200.0,1,83,N,2,2,2,2,124,124
27581,40-00200,59,2,1,0,1,0,2,1,1,90.7,N,N,5,15920.0,4,362,N,2,2,2,2,182,274
27582,38-00100,69,1,1,0,1,0,2,1,1,73.0,N,N,6,0.0,0,179,N,2,2,2,2,130,114
27583,36-04010,54,2,1,0,2,0,3,1,2,50441.6,8680,14,8,59000.0,7,501,N,2,2,2,2,47,47
27584,06-07502,43,2,1,0,1,3,5,1,1,33632.6,7460,10,11,177000.0,9,501,N,2,2,2,2,139,138
27585,06-08507,84,1,1,0,1,0,2,1,1,3305.1,N,N,5,16800.0,3,210,N,1,1,2,2,55,55
27586,17-03529,57,2,1,0,2,0,2,1,1,15097.5,N,N,5,10700.0,2,87,N,2,1,2,2,153,152
27587,01-01301,51,2,1,0,9,0,4,1,1,2731.2,7860,11,10,60000.0,8,329,N,2,2,2,2,73,72
27588,24-01004,62,2,1,0,1,0,3,1,1,4187.9,7580,10,10,70000.0,7,501,N,2,2,2,2,59,59
27589,06-08507,37,2,1,0,6,3,5,1,1,3305.1,6890,9,9,601000.0,9,501,N,2,2,2,2,100,100
27590,06-07502,66,2,1,0,6,0,3,1,2,33632.6,N,N,3,15700.0,3,101,N,2,2,2,2,42,41
27591,01-01301,46,2,1,0,6,0,4,1,1,2731.2,7860,11,10,60000.0,8,329,N,2,2,2,2,71,71
27592,26-02702,66,2,1,0,1,0,2,1,1,4817.2,7970,12,10,113000.0,9,501,N,2,2,2,2,90,91
27593,24-01004,35,2,1,0,1,2,4,1,1,4187.9,7280,10,9,0.0,0,501,N,2,2,2,2,101,105
27594,24-01004,36,2,1,0,1,2,4,1,1,4187.9,770,3,9,75000.0,7,501,N,2,2,2,2,95,100
27595,28-01100,49,2,1,0,2,3,5,1,2,2674.3,7870,11,10,45000.0,7,200,N,2,2,2,2,56,56
27596,06-08507,84,2,1,0,6,0,4,1,1,3305.1,N,N,5,6000.0,2,501,N,2,2,2,2,127,92
27597,30-00600,72,2,1,0,1,0,2,1,1,16.3,180,0,9,47600.0,7,428,N,2,2,2,2,11,11
27598,06-07502,37,2,1,0,1,1,3,1,2,33632.6,7380,10,9,100000.0,8,501,N,2,2,2,2,49,50
27599,17-03531,75,2,1,0,2,0,3,1,1,11171.6,N,N,7,40000.0,6,293,N,2,2,2,2,131,129
27600,30-00600,41,2,1,0,1,0,2,1,1,16.3,9370,16,10,54000.0,7,501,N,2,2,2,2,14,14
27601,38-00100,74,2,1,0,1,0,2,1,1,73.0,N,N,1,66700.0,8,501,N,2,2,2,2,25,24
27602,30-00600,52,2,1,0,1,0,2,1,1,16.3,7860,11,9,55000.0,7,501,N,2,2,2,2,9,9
27603,24-01004,38,2,1,0,1,2,4,1,1,4187.9,8660,14,9,122000.0,8,501,N,2,2,2,2,110,110
27604,30-00600,61,1,1,0,1,0,2,1,1,16.3,570,2,5,24000.0,4,501,N,2,2,2,2,63,62
27605,06-08507,64,1,1,0,1,0,3,1,1,3305.1,9470,16,8,90000.0,8,501,N,2,2,2,1,65,63
27606,06-08507,36,1,1,0,7,2,4,1,2,3305.1,7270,10,11,100000.0,8,501,N,2,2,2,2,80,80
27607,19-01700,62,2,1,0,3,0,2,1,1,3572.3,4971,6,5,23700.0,4,260,N,2,2,2,2,491,491
27608,19-01700,64,1,1,0,1,0,3,1,1,3572.3,N,N,9,8000.0,2,501,N,2,2,2,2,62,62
27609,17-03529,48,2,1,0,2,0,3,1,2,15097.5,7270,10,9,90000.0,8,501,N,2,2,2,2,138,138
27610,17-03529,43,2,1,0,1,2,4,1,1,15097.5,7490,10,10,544200.0,9,501,N,2,2,2,2,49,48
27611,40-00200,58,2,1,0,1,0,2,1,1,90.7,6870,9,9,90000.0,9,501,5,2,2,2,2,22,22
27612,32-00405,29,2,1,1,1,1,3,1,1,7990.5,1170,4,5,86000.0,8,422,N,2,2,2,2,61,58
27613,40-00200,74,2,1,0,1,0,2,1,1,90.7,180,0,10,32400.0,6,347,N,2,2,2,2,44,44
27614,36-04010,42,2,1,0,2,2,4,1,1,50441.6,9160,15,9,0.0,0,289,N,2,2,2,2,114,125
27615,51-01301,50,1,1,0,1,1,3,1,1,11162.8,N,N,9,0.0,0,501,N,2,2,2,2,81,97
27616,30-00600,64,1,1,0,1,0,2,1,1,16.3,180,0,9,-3000.0,0,0,N,2,2,2,2,11,12
27617,24-01004,38,2,1,0,1,2,4,1,1,4187.9,8564,14,10,6000.0,1,412,N,2,2,2,2,63,67
27618,08-00803,57,2,1,0,1,0,2,1,1,3393.2,3390,4,9,200000.0,9,501,N,2,2,2,2,57,35
27619,51-01301,35,2,1,1,2,0,6,1,1,11162.8,9470,16,10,122000.0,9,501,N,2,2,2,2,61,92
27620,51-51255,75,1,1,0,1,0,2,1,1,11224.3,8180,12,10,164000.0,9,501,N,2,2,2,1,66,66
27621,24-01004,81,2,1,0,1,0,2,1,1,4187.9,7270,10,12,98000.0,8,501,N,2,2,2,2,14,16
27622,38-00100,64,1,1,0,1,0,2,1,2,73.0,4270,5,10,120000.0,9,501,N,2,2,2,2,189,190
27623,06-07502,40,1,1,0,1,2,4,1,2,33632.6,7071,9,10,271500.0,9,501,N,2,2,2,2,84,84
27624,28-01100,38,1,1,0,1,1,3,1,1,2674.3,7580,10,7,20000.0,5,345,N,2,2,2,2,156,156
27625,30-00600,45,1,1,0,1,0,2,1,1,16.3,4670,6,6,52000.0,7,501,N,2,2,2,2,126,137
27626,06-08507,31,2,1,0,6,0,2,1,2,3305.1,8470,13,9,14000.0,3,501,N,2,2,2,2,56,67
27627,51-51255,43,2,1,0,1,2,4,1,1,11224.3,9160,15,10,81300.0,8,501,N,2,2,2,2,53,61
27628,06-08507,58,1,1,0,6,0,2,1,1,3305.1,7460,10,10,188200.0,9,501,N,2,2,2,2,52,50
27629,40-00200,24,2,1,0,3,3,5,1,2,90.7,7860,11,9,34000.0,6,112,N,2,2,2,2,42,42
27630,06-08507,86,1,1,0,4,0,2,1,1,3305.1,N,N,12,369000.0,9,501,N,2,2,2,2,44,45
27631,30-00600,66,1,1,0,1,0,2,1,1,16.3,8870,15,5,49400.0,7,438,N,2,2,2,2,83,82
27632,32-00405,24,2,1,1,8,1,3,1,2,7990.5,N,N,4,0.0,0,117,N,2,2,2,2,84,86
27633,08-00803,38,2,1,1,1,1,3,1,2,3393.2,8470,13,7,32000.0,4,448,N,2,2,2,2,68,66
27634,08-00803,48,1,1,0,1,2,4,1,1,3393.2,6570,8,9,70000.0,7,411,N,2,2,2,2,44,48
27635,17-03531,31,2,1,0,2,0,2,1,1,11171.6,590,2,10,70000.0,8,501,N,2,2,2,2,88,115
27636,30-00600,59,2,1,0,1,0,2,1,2,16.3,9590,16,5,99000.0,9,501,N,2,2,2,2,17,22
27637,24-01004,57,1,1,0,1,1,3,1,1,4187.9,7390,10,10,210400.0,9,501,N,2,2,2,2,117,116
27638,06-07502,67,2,1,0,1,0,2,1,1,33632.6,4980,6,5,10000.0,2,269,N,2,2,2,2,91,82
27639,26-02702,34,2,1,0,1,2,4,1,1,4817.2,7270,10,11,202000.0,9,501,N,2,2,2,2,96,109
27640,40-00200,48,1,1,0,2,0,4,1,1,90.7,9480,16,7,30000.0,6,388,N,2,2,2,2,150,150
27641,30-00600,54,2,1,0,2,0,3,1,1,16.3,4972,6,5,32000.0,5,365,N,2,2,2,2,26,42
27642,32-00405,64,1,1,1,7,0,2,1,1,7990.5,8563,14,9,130000.0,9,501,N,2,2,2,2,50,50
27643,24-01004,82,2,1,0,1,0,2,1,1,4187.9,N,N,9,16700.0,3,501,N,2,2,2,2,119,133
27644,06-08507,49,1,1,0,1,2,5,1,2,3305.1,3570,4,10,160000.0,9,501,N,2,2,2,2,50,49
27645,40-00200,68,2,1,0,1,0,2,1,1,90.7,5070,6,9,40200.0,7,414,N,2,2,2,2,46,47
27646,36-03710,44,2,1,1,6,0,4,1,2,52864.7,N,N,7,0.0,0,501,N,2,2,2,2,129,97
27647,24-01004,57,1,1,0,6,0,2,1,1,4187.9,7490,10,11,90000.0,8,501,N,2,2,2,2,58,58
27648,51-51255,33,1,1,0,1,2,4,1,1,11224.3,8370,13,10,125000.0,9,501,N,2,2,2,2,78,90
27649,51-51255,41,1,1,0,6,2,4,1,1,11224.3,7380,10,9,135100.0,9,501,N,2,2,2,2,43,45
27650,24-01004,75,1,1,0,1,0,2,1,2,4187.9,N,N,9,158600.0,9,501,N,2,2,2,2,85,85
27651,51-51255,47,1,1,0,1,0,2,1,1,11224.3,9590,16,9,151000.0,9,501,N,2,2,2,2,34,35
27652,51-01301,46,2,1,0,1,2,4,1,1,11162.8,8470,13,10,13700.0,3,501,N,2,2,2,2,81,82
27653,51-51255,65,2,1,0,1,0,2,1,1,11224.3,N,N,8,59070.0,7,501,N,2,2,2,2,62,62
27654,38-00100,54,1,1,0,1,0,2,1,1,73.0,770,3,7,9600.0,2,352,N,2,2,2,2,20,21
27655,38-00100,65,2,1,0,2,0,2,1,1,73.0,8270,12,5,6800.0,1,194,N,2,2,2,2,42,21
27656,24-01004,69,1,1,0,1,0,2,1,1,4187.9,7270,10,11,109400.0,8,501,N,2,2,2,2,55,55
27657,38-00100,66,2,1,0,1,0,2,1,1,73.0,N,N,5,5400.0,1,426,N,2,2,2,2,52,53
27658,01-01301,59,2,1,0,8,0,3,1,1,2731.2,N,N,7,0.0,0,0,N,2,2,2,2,34,35
27659,51-51255,32,2,1,0,1,2,4,1,2,11224.3,7860,11,12,96000.0,8,501,N,2,2,2,2,53,68
27660,38-00100,60,1,1,0,1,0,2,1,1,73.0,6170,7,5,130000.0,9,501,N,2,2,2,2,50,50
27661,19-01700,35,1,1,0,1,0,2,1,2,3572.3,8680,14,4,37000.0,6,368,N,2,2,1,2,143,123
27662,24-01004,55,2,1,0,1,0,3,1,1,4187.9,N,N,11,2500.0,1,501,N,2,2,2,2,61,61
27663,28-01100,40,1,1,0,2,3,5,1,2,2674.3,6170,7,7,7500.0,2,160,N,2,2,2,2,40,34
27664,26-02702,74,1,1,0,1,0,2,1,1,4817.2,N,N,9,0.0,0,382,N,2,2,2,2,49,49
27665,26-02702,73,1,1,0,1,0,2,1,1,4817.2,N,N,10,98500.0,9,501,N,2,2,1,1,84,85
27666,08-00803,65,2,1,0,1,0,2,1,1,3393.2,7071,9,11,44400.0,6,501,N,2,2,2,2,104,103
27667,01-01301,82,1,1,0,1,0,4,1,1,2731.2,N,N,7,40100.0,7,394,N,2,2,2,2,108,118
27668,06-07502,68,2,1,0,6,0,2,1,2,33632.6,N,N,5,9000.0,2,116,N,2,2,2,2,294,294
27669,38-00100,60,1,1,0,1,0,3,1,1,73.0,7770,10,5,10000.0,2,300,N,2,2,2,2,54,49
27670,32-00405,23,2,1,1,1,0,2,1,2,7990.5,N,N,5,0.0,0,0,N,2,2,2,2,34,34
27671,29-01901,75,1,1,0,2,0,3,1,1,5434.8,N,N,8,50900.0,7,323,4,1,2,2,2,47,47
27672,51-01301,52,1,1,0,1,1,4,1,1,11162.8,9470,16,9,160000.0,9,501,N,2,2,2,2,55,54
27673,06-07502,48,2,1,0,1,3,5,1,1,33632.6,N,N,10,0.0,0,501,N,2,2,2,2,73,71
27674,32-00405,51,1,1,4,1,0,3,1,2,7990.5,4971,6,5,24000.0,4,350,N,2,2,2,2,56,57
27675,51-51255,52,2,1,0,1,0,2,1,1,11224.3,7860,11,10,129000.0,9,501,N,2,2,2,2,113,114
27676,06-08507,47,1,1,0,6,2,6,1,1,3305.1,6890,9,9,13300.0,3,501,N,2,2,2,2,40,39
27677,19-01700,46,1,1,0,1,0,4,1,1,3572.3,8290,12,7,5000.0,1,501,N,2,2,2,2,106,86
27678,51-51255,46,1,1,0,1,0,2,1,1,11224.3,9190,15,10,152000.0,9,501,N,2,2,2,2,72,71
27679,08-00803,33,2,1,0,1,1,4,1,2,3393.2,7390,10,9,216000.0,9,501,N,2,2,2,2,270,193
27680,19-01700,58,1,1,0,1,0,2,1,1,3572.3,6290,7,7,100000.0,9,501,N,2,2,2,2,91,101
27681,51-01301,51,1,1,0,1,2,5,1,1,11162.8,8990,15,9,3000.0,1,322,N,2,2,2,2,70,99
27682,24-01004,53,2,1,0,1,2,4,1,1,4187.9,4380,5,11,149000.0,9,501,N,2,2,2,2,68,68
27683,24-01004,74,2,1,0,1,0,2,1,1,4187.9,N,N,9,24900.0,3,501,N,2,2,2,2,52,61
27684,36-04010,49,2,1,0,2,0,2,1,2,50441.6,7690,10,5,12000.0,3,501,N,2,2,2,2,223,223
27685,51-01301,55,2,1,0,1,0,3,1,1,11162.8,7860,11,9,71000.0,7,501,N,2,2,2,2,92,92
27686,51-01301,40,2,1,0,1,2,4,1,1,11162.8,6470,8,10,123000.0,9,501,N,2,2,2,2,105,112
27687,24-01004,35,2,1,0,1,0,2,1,1,4187.9,7890,11,10,57300.0,6,501,N,2,2,2,2,50,50
27688,24-01004,65,2,1,0,1,0,2,1,1,4187.9,N,N,9,81710.0,7,501,N,2,2,2,2,34,34
27689,36-03710,57,1,1,3,6,1,4,1,2,52864.7,8180,12,3,50000.0,6,187,N,2,2,2,2,247,247
27690,30-00600,48,2,1,0,1,0,3,1,1,16.3,8191,12,8,100000.0,9,501,N,2,2,2,2,100,100
27691,30-00600,58,2,1,0,1,0,2,1,1,16.3,N,N,5,0.0,0,207,N,2,2,2,2,75,74
27692,17-03529,75,2,1,0,2,0,4,1,1,15097.5,7870,11,10,80000.0,8,501,N,2,2,2,2,121,120
27693,51-51255,66,2,1,4,9,1,6,1,1,11224.3,8191,12,10,0.0,0,480,N,2,2,2,2,126,43
27694,30-00600,38,2,1,0,1,2,4,1,1,16.3,5170,6,5,0.0,0,109,N,2,2,2,2,49,110
27695,38-00100,69,2,1,0,1,0,2,1,1,73.0,N,N,7,24300.0,4,277,N,2,2,2,2,78,83
27696,30-00600,40,1,1,0,1,3,5,1,1,16.3,6170,7,5,100000.0,9,333,N,2,2,2,2,427,316
27697,17-03529,43,2,1,0,2,0,2,1,1,15097.5,7860,11,10,69200.0,7,501,N,2,2,2,2,99,100
27698,36-03710,36,1,1,2,1,3,5,1,2,52864.7,N,N,7,0.0,0,8,N,2,2,2,2,318,244
27699,17-03529,39,2,1,0,1,3,5,1,1,15097.5,7870,11,11,54000.0,7,501,N,2,2,2,2,91,70
27700,24-01004,82,2,1,0,1,0,2,1,1,4187.9,N,N,10,62000.0,6,501,N,2,2,2,2,21,22
27701,38-00100,66,1,1,0,1,0,2,1,1,73.0,9590,16,9,103000.0,9,501,N,2,2,2,2,122,137
27702,06-07502,33,1,1,0,1,0,2,1,2,33632.6,6992,9,9,125000.0,9,501,N,2,2,2,2,81,80
27703,38-00100,33,1,1,0,1,0,2,1,2,73.0,8680,14,5,25000.0,4,206,N,2,2,2,2,555,551
27704,08-00803,73,1,1,0,1,0,2,1,1,3393.2,N,N,10,241500.0,9,501,N,2,2,2,2,78,79
27705,08-00803,66,2,1,0,1,0,2,1,1,3393.2,N,N,11,68400.0,7,470,N,2,2,2,2,70,72
27706,40-00200,70,1,1,0,1,0,3,1,1,90.7,N,N,8,25000.0,5,468,N,2,2,2,2,25,26
27707,51-51255,52,2,1,0,1,2,4,1,1,11224.3,6490,8,12,150000.0,9,501,N,2,2,2,2,73,61
27708,19-01700,29,1,1,0,1,0,2,1,1,3572.3,6991,9,11,120000.0,9,501,N,2,2,2,2,269,269
27709,30-00600,63,1,1,0,1,0,2,1,1,16.3,9470,16,8,49410.0,7,476,N,2,2,2,2,38,38
